make,model,year,km driven,Ownership,Transmission,Engine,fuel,loaction,reg year,reg_year_int,car_age,price
BMW,X6 xDrive 40d,2013.0,76000.0,Second Owner,Automatic,4395.0,Petrol,Jaipur,2013,,12.0,1800000.0
Maruti,Wagon R VXI 1.2,2022.0,17293.0,First Owner,Manual,1197.0,Petrol,Jaipur,Jun 2022,2022.0,3.0,554000.0
Nissan,Magnite XE BSVI,2021.0,15002.0,Second Owner,Manual,999.0,Petrol,Jaipur,Aug 2021,2021.0,4.0,455000.0
Mercedes-Benz,GLC 300,2024.0,4800.0,First Owner,Automatic,1999.0,Petrol,Jaipur,Jan 2025,2025.0,1.0,7400000.0
Honda,CR-V 2.4L 4WD MT,2008.0,160000.0,First Owner,Manual,2354.0,Petrol,Jaipur,2008,,17.0,280000.0
BMW,X5 xDrive40i M Sport,2024.0,5500.0,First Owner,Automatic,2998.0,Petrol,Jaipur,Oct 2024,2024.0,1.0,10300000.0
Renault,Kiger RXE,2022.0,18000.0,First Owner,Manual,999.0,Petrol,Jaipur,Jul 2022,2022.0,3.0,748000.0
Maruti,Alto K10 VXI,2023.0,15058.0,First Owner,Manual,998.0,Petrol,Jaipur,May 2023,2023.0,2.0,434999.99999999994
MG,Astor Smart Turbo AT,2023.0,30000.0,First Owner,Automatic,1349.0,Petrol,Jaipur,2023,,2.0,1350000.0
Nissan,Magnite XL BSVI,2022.0,17578.0,First Owner,Manual,999.0,Petrol,Jaipur,Feb 2023,2023.0,3.0,535000.0
Nissan,Magnite XV BSVI,2022.0,10644.0,First Owner,Manual,999.0,Petrol,Jaipur,Dec 2022,2022.0,3.0,577000.0
Nissan,Magnite XL,2023.0,23649.0,First Owner,Manual,999.0,Petrol,Jaipur,Feb 2024,2024.0,2.0,578000.0
Mercedes-Benz,GLC 200,2022.0,21000.0,First Owner,Automatic,1991.0,Petrol,Jaipur,Feb 2022,2022.0,3.0,5500000.0
Tata,Altroz XZ Diesel,2021.0,73214.0,First Owner,Manual,1497.0,Diesel,Chandigarh,Feb 2021,2021.0,4.0,635000.0
Renault,Triber RXT,2021.0,41177.0,Second Owner,Manual,999.0,Petrol,Chandigarh,Mar 2021,2021.0,4.0,499000.0
Volvo,XC90 D5 R-Design,2018.0,117000.0,First Owner,Automatic,1969.0,Diesel,Chandigarh,Feb 2020,2020.0,7.0,3250000.0
Maruti,Ertiga SHVS VDI,2016.0,89319.0,First Owner,Manual,1248.0,Diesel,Chandigarh,May 2016,2016.0,9.0,560000.0
Volkswagen,Polo GT TSI,2016.0,99000.0,Second Owner,Automatic,1197.0,Petrol,Chandigarh,Jun 2016,2016.0,9.0,565000.0
Ford,Ecosport 1.5 TDCi Trend BSIV,2016.0,70000.0,Second Owner,Manual,1498.0,Diesel,Chandigarh,Dec 2016,2016.0,9.0,430000.0
Kia,Seltos HTK Diesel,2022.0,22767.0,First Owner,Manual,1493.0,Diesel,Chandigarh,Jan 2023,2023.0,3.0,1010000.0
Tata,Nexon XZ Plus Dark Edition,2023.0,36483.0,First Owner,Manual,1199.0,Petrol,Chandigarh,Jul 2023,2023.0,2.0,865000.0
Hyundai,Aura S,2021.0,40746.0,First Owner,Manual,1197.0,Petrol,Chandigarh,Dec 2021,2021.0,4.0,545000.0
Tata,Nexon XZ Plus Dark Edition Diesel,2023.0,19346.0,First Owner,Manual,1497.0,Diesel,Chandigarh,Dec 2023,2023.0,2.0,874000.0
Audi,A6 3.0 TFSI quattro,2005.0,65400.0,Third Owner,Automatic,2995.0,Petrol,Chandigarh,Apr 2006,2006.0,20.0,700000.0
Hyundai,i10 Asta,2012.0,85000.0,Second Owner,Manual,1197.0,Petrol,Chandigarh,Aug 2012,2012.0,13.0,265000.0
Renault,KWID 1.0 RXT Opt,2021.0,32548.0,First Owner,Manual,999.0,Petrol,Chandigarh,Mar 2021,2021.0,4.0,380000.0
Audi,RS Q8 4.0 TFSI Quattro BSVI,2021.0,14000.0,First Owner,Automatic,3998.0,Petrol,Chandigarh,Jul 2021,2021.0,4.0,16500000.0
Toyota,Glanza S,2023.0,10633.0,First Owner,Manual,1197.0,Petrol,Chandigarh,Mar 2023,2023.0,2.0,685000.0
Mercedes-Benz,E-Class E 350 d BSIV,2017.0,100000.0,Second Owner,Automatic,2987.0,Diesel,Chandigarh,2017,,8.0,2300000.0
Ford,Ecosport 1.5 Ti VCT AT Titanium BSIV,2016.0,65000.0,First Owner,Automatic,1499.0,Petrol,Noida,May 2016,2016.0,9.0,465000.00000000006
Maruti,Vitara Brezza VDi AMT,2018.0,93575.0,First Owner,Automatic,1248.0,Diesel,Noida,Jul 2018,2018.0,7.0,516000.0
BMW,5 Series 520d Sport Line,2017.0,45000.0,First Owner,Automatic,1995.0,Diesel,Noida,Apr 2018,2018.0,8.0,2650000.0
Maruti,Wagon R LXI,2012.0,119662.0,First Owner,Manual,998.0,Petrol,Noida,Nov 2012,2012.0,13.0,125000.0
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2021.0,40734.0,First Owner,Manual,1197.0,Petrol,Noida,Aug 2021,2021.0,4.0,554000.0
Renault,Kiger RXZ,2022.0,32500.0,First Owner,Manual,999.0,Petrol,Noida,Feb 2023,2023.0,3.0,695000.0
Toyota,Fortuner 2.5 4x2 MT TRD Sportivo,2015.0,120000.0,First Owner,Manual,2494.0,Diesel,Noida,2015,,10.0,1090000.0
Honda,City i VTEC CVT VX,2020.0,40134.0,First Owner,Automatic,1497.0,Petrol,Noida,Dec 2020,2020.0,5.0,900000.0
Kia,Seltos GTX,2020.0,54000.0,First Owner,Manual,1353.0,Petrol,Noida,Jan 2021,2021.0,5.0,999000.0
MG,Astor Sharp CVT BSVI,2022.0,31000.0,First Owner,Automatic,1498.0,Petrol,Noida,Jan 2022,2022.0,3.0,1325000.0
MG,Astor Savvy CVT BSVI,2022.0,70000.0,First Owner,Automatic,1498.0,Petrol,Noida,2022,,3.0,1100000.0
Nissan,Magnite Turbo CVT XV BSVI,2022.0,59330.0,First Owner,Automatic,999.0,Petrol,Noida,Jan 2022,2022.0,3.0,643000.0
Ford,Ecosport 1.5 Ti VCT MT Trend BSIV,2016.0,58607.0,First Owner,Manual,1499.0,Petrol,Noida,Feb 2017,2017.0,9.0,420000.0
Renault,KWID 1.0 AMT RXT,2016.0,33160.0,First Owner,Automatic,999.0,Petrol,Noida,Feb 2017,2017.0,9.0,268000.0
Skoda,Octavia Elegance 1.8 TSI AT,2014.0,120000.0,Second Owner,Automatic,1798.0,Petrol,Noida,2014,,11.0,500000.0
Maruti,Wagon R VXI BS IV,2011.0,48000.0,First Owner,Manual,998.0,Petrol,Noida,Jul 2011,2011.0,14.0,175000.0
Renault,KWID 1.0 RXT Optional AT 2016-2019,2018.0,26856.0,First Owner,Automatic,999.0,Petrol,Noida,Jul 2018,2018.0,7.0,330000.0
Maruti,Brezza Vxi AT,2022.0,5158.0,First Owner,Automatic,1462.0,Petrol,Noida,Dec 2022,2022.0,3.0,1000000.0
Hyundai,i20 Sportz IVT BSVI,2021.0,60000.0,First Owner,Automatic,1197.0,Petrol,Noida,Apr 2021,2021.0,4.0,747000.0
Mercedes-Benz,GLC 300,2024.0,6295.0,First Owner,Automatic,1999.0,Petrol,Gurgaon,Jan 2024,2024.0,1.0,7000000.0
Tata,Punch Adventure BSVI,2022.0,45715.0,First Owner,Manual,1199.0,Petrol,Gurgaon,Oct 2022,2022.0,3.0,585000.0
Audi,Q5 Technology,2021.0,,2024,Manual,1198.0,5 Seats,Gurgaon,Expired,,4.0,5390000.0
Porsche,Cayenne S,2010.0,70000.0,Second Owner,Manual,4806.0,Petrol,Gurgaon,2010,,15.0,2300000.0
Hyundai,i10 Magna 1.1L,2014.0,53279.0,First Owner,Manual,1086.0,Petrol,Gurgaon,Nov 2014,2014.0,11.0,229999.99999999997
Maruti,Celerio VXI CNG,2022.0,64584.0,First Owner,Manual,998.0,CNG,Gurgaon,Mar 2022,2022.0,3.0,497000.0
Renault,Kiger RXT,2022.0,9415.0,First Owner,Manual,999.0,Petrol,Gurgaon,Nov 2022,2022.0,3.0,620000.0
Honda,City i-VTEC CVT VX,2017.0,63000.0,Second Owner,Automatic,1497.0,Petrol,Gurgaon,2017,,8.0,610000.0
Kia,Seltos HTK Plus iMT,2022.0,32698.0,First Owner,Manual,1497.0,Petrol,Gurgaon,Mar 2023,2023.0,3.0,1098000.0
Renault,KWID 1.0 RXT Opt,2018.0,24690.0,First Owner,Manual,999.0,Petrol,Gurgaon,Apr 2018,2018.0,7.0,349000.0
Maruti,FRONX Zeta Turbo,2024.0,3665.0,First Owner,Manual,998.0,Petrol,Gurgaon,Dec 2024,2024.0,1.0,980000.0000000001
Maruti,Vitara Brezza ZDi Plus Dual Tone,2017.0,60000.0,First Owner,Manual,1248.0,Diesel,Gurgaon,2017,,8.0,550000.0
Maruti,Brezza Zxi Plus AT,2023.0,7700.0,First Owner,Automatic,1462.0,Petrol,Gurgaon,Oct 2023,2023.0,2.0,1325000.0
Kia,Sonet X-Line Turbo DCT,2022.0,9408.0,First Owner,Automatic,998.0,Petrol,Gurgaon,Nov 2022,2022.0,3.0,1180000.0
Nissan,Magnite XV,2023.0,23334.0,First Owner,Manual,999.0,Petrol,Gurgaon,Sept 2023,2023.0,2.0,644000.0
Tata,Zest Revotron 1.2 XT,2014.0,45000.0,First Owner,Manual,1193.0,Petrol,Gurgaon,2014,,11.0,254999.99999999997
Renault,Kiger RXT,2023.0,24121.0,First Owner,Manual,999.0,Petrol,Gurgaon,Sept 2023,2023.0,2.0,650000.0
BMW,X7 xDrive40d M Sport,2024.0,8400.0,First Owner,Automatic,2993.0,Diesel,Gurgaon,Aug 2024,2024.0,1.0,12800000.0
Maruti,Alto K10 VXI Plus,2024.0,16000.0,First Owner,Manual,998.0,Petrol,Gurgaon,Nov 2024,2024.0,1.0,540000.0
Mahindra,XUV500 W7 BSIV,2018.0,38539.0,First Owner,Manual,2179.0,Diesel,Gurgaon,2018,,7.0,844999.9999999999
Kia,Seltos HTX G,2022.0,29775.0,First Owner,Manual,1497.0,Petrol,Pune,Apr 2023,2023.0,3.0,1278000.0
Maruti,Wagon R ZXI Plus Dual Tone,2023.0,14629.0,First Owner,Manual,1197.0,Petrol,Pune,Jul 2023,2023.0,2.0,638000.0
Renault,KWID 1.0 RXT Opt,2021.0,39582.0,First Owner,Manual,999.0,Petrol,Pune,Jul 2021,2021.0,4.0,362000.0
Maruti,S Cross Alpha DDiS 200 SH,2019.0,97000.0,First Owner,Manual,1248.0,Diesel,Pune,Nov 2019,2019.0,6.0,840000.0
Maruti,Alto K10 VXI Plus,2023.0,17473.0,First Owner,Manual,998.0,Petrol,Pune,Oct 2023,2023.0,2.0,455999.99999999994
Maruti,Wagon R VXI 1.2,2012.0,32495.0,First Owner,Manual,1197.0,Petrol,Pune,Oct 2012,2012.0,13.0,271000.0
Maruti,Alto K10 VXI S-CNG,2023.0,13852.0,First Owner,Manual,998.0,CNG,Pune,Aug 2023,2023.0,2.0,528000.0
Honda,City i-VTEC VX,2021.0,76000.0,1497 cc,2017,1198.0,Petrol,Pune,2017,,4.0,651000.0
Kia,Sonet GTX Plus Turbo iMT,2022.0,28765.0,First Owner,Automatic,998.0,Petrol,Pune,Sept 2022,2022.0,3.0,1175000.0
Maruti,Alto K10 VXI,2018.0,30835.0,First Owner,Manual,998.0,Petrol,Pune,Aug 2018,2018.0,7.0,352000.0
Volkswagen,Taigun 1.0 Topline AT,2021.0,,2024,Manual,1198.0,5 Seats,Pune,Expired,,4.0,1850000.0
Skoda,Kodiaq 2.0 TDI Style,2018.0,71000.0,First Owner,Automatic,1968.0,Diesel,Pune,Mar 2018,2018.0,7.0,2250000.0
Tata,Punch Accomplished,2023.0,26273.0,First Owner,Manual,1199.0,Petrol,Pune,Mar 2023,2023.0,2.0,767000.0
Maruti,Swift VXI,2016.0,33437.0,First Owner,Manual,1197.0,Petrol,Pune,Apr 2016,2016.0,9.0,447000.0
Hyundai,i20 Sportz Petrol,2012.0,45655.0,Second Owner,Manual,1197.0,Petrol,Pune,Aug 2012,2012.0,13.0,250999.99999999997
Kia,Sonet 1.5 GTX Plus Diesel DT,2021.0,60000.0,1493 cc,2020,1198.0,Diesel,Pune,2020,,4.0,1032000.0
Renault,KWID RXT,2016.0,9870.0,Second Owner,Manual,799.0,Petrol,Pune,Jun 2016,2016.0,9.0,274000.0
Maruti,Alto K10 VXI,2014.0,25558.0,Second Owner,Manual,998.0,Petrol,Pune,Jun 2014,2014.0,11.0,225000.0
Tata,Punch Accomplished Dazzle,2023.0,22056.0,First Owner,Manual,1199.0,Petrol,Pune,May 2023,2023.0,2.0,750000.0
Maruti,Ertiga ZXI,2013.0,62000.0,Second Owner,Manual,1373.0,Petrol,Pune,Mar 2013,2013.0,12.0,445000.0
Maruti,Swift VXI,2016.0,47005.0,First Owner,Manual,1197.0,Petrol,Kolkata,Nov 2016,2016.0,9.0,371000.0
Hyundai,Exter SX Opt Connect,2023.0,12000.0,First Owner,Manual,1197.0,Petrol,Kolkata,Jul 2023,2023.0,2.0,815000.0
Maruti,Alto K10 2010-2014 VXI,2013.0,22000.0,First Owner,Manual,998.0,Petrol,Kolkata,May 2013,2013.0,12.0,190000.0
Toyota,Fortuner 4x2 Manual,2015.0,65000.0,First Owner,Manual,2982.0,Diesel,Kolkata,Nov 2015,2015.0,10.0,1350000.0
Hyundai,Creta 1.6 EX Petrol,2022.0,7795.0,First Owner,Manual,1591.0,Petrol,Kolkata,Jul 2022,2022.0,3.0,997000.0000000001
Hyundai,Grand i10 Sportz,2016.0,39000.0,First Owner,Manual,1197.0,Petrol,Kolkata,Jul 2016,2016.0,9.0,321000.0
MG,Hector 1.5 Turbo Savvy Pro CVT BSVI,2023.0,6756.0,First Owner,Automatic,1451.0,Petrol,Kolkata,Jul 2023,2023.0,2.0,1795000.0
Skoda,Octavia 1.8 TSI AT L K,2018.0,94197.0,First Owner,Automatic,1798.0,Petrol,Kolkata,Mar 2018,2018.0,7.0,1180000.0
Land,Rover Range Rover Velar Dynamic HSE Diesel,2025.0,990.0,First Owner,Automatic,1997.0,Diesel,Kolkata,Apr 2025,2025.0,0.0,8500000.0
Kia,Seltos HTX Plus Diesel iMT,2023.0,17000.0,First Owner,Automatic,1497.0,Diesel,Kolkata,Aug 2023,2023.0,2.0,1550000.0
Renault,Triber RXT BSIV,2020.0,42000.0,Fourth Owner,Manual,999.0,Petrol,Kolkata,Sept 2020,2020.0,5.0,400000.0
Kia,Seltos GTX Plus,2021.0,60000.0,Second Owner,Manual,1353.0,Petrol,Kolkata,Feb 2021,2021.0,4.0,1100000.0
Kia,Seltos GTX Plus Diesel AT,2022.0,48400.0,First Owner,Automatic,1493.0,Diesel,Kolkata,Feb 2022,2022.0,3.0,1249000.0
Hyundai,Exter SX Opt Connect,2023.0,20000.0,First Owner,Manual,1197.0,Petrol,Kolkata,Jul 2023,2023.0,2.0,799000.0
Hyundai,Creta EX,2023.0,12639.0,First Owner,Manual,1497.0,Petrol,Kolkata,Jul 2023,2023.0,2.0,1011999.9999999999
Maruti,Swift AMT VXI,2018.0,40000.0,First Owner,Automatic,1197.0,Petrol,Kolkata,Nov 2018,2018.0,7.0,475000.0
Renault,Kiger RXZ,2021.0,18500.0,Second Owner,Manual,999.0,Petrol,Kolkata,Jun 2021,2021.0,4.0,545000.0
Renault,Kiger RXT Opt,2023.0,23000.0,First Owner,Manual,999.0,Petrol,Kolkata,Sept 2023,2023.0,2.0,595000.0
Renault,Kiger RXT Opt,2023.0,29000.0,First Owner,Manual,999.0,Petrol,Kolkata,Jan 2023,2023.0,2.0,595000.0
Kia,Seltos HTX IVT G,2022.0,36000.0,First Owner,Automatic,1497.0,Petrol,Kolkata,Sept 2022,2022.0,3.0,1195000.0
Maruti,Jimny Zeta,2023.0,29373.0,First Owner,Manual,1462.0,Petrol,Hyderabad,Mar 2024,2024.0,2.0,1080000.0
Maruti,Wagon R VXI 1.2,2023.0,4989.0,First Owner,Manual,1197.0,Petrol,Hyderabad,Dec 2023,2023.0,2.0,629000.0
Hyundai,i20 Sportz Petrol,2011.0,90034.0,First Owner,Manual,1197.0,Petrol,Hyderabad,Nov 2011,2011.0,14.0,254000.0
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,2013.0,148000.0,First Owner,Automatic,2987.0,Diesel,Hyderabad,Jul 2013,2013.0,12.0,2400000.0
Hyundai,Grand i10 Nios Magna,2023.0,16630.0,First Owner,Manual,1197.0,Petrol,Hyderabad,Oct 2023,2023.0,2.0,629000.0
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2021.0,24000.0,First Owner,Manual,1197.0,Petrol,Hyderabad,Aug 2021,2021.0,4.0,621000.0
Renault,Kiger RXT,2022.0,39329.0,Second Owner,Manual,999.0,Petrol,Hyderabad,Jul 2022,2022.0,3.0,629000.0
Mahindra,Thar AX Opt 4WD Hard Top Diesel BSVI,2022.0,25000.0,First Owner,Manual,2184.0,Diesel,Hyderabad,May 2022,2022.0,3.0,1595000.0
Mercedes-Benz,AMG GLA 35 4MATIC,2022.0,22000.0,First Owner,Automatic,1991.0,Petrol,Hyderabad,Aug 2022,2022.0,3.0,4675000.0
Maruti,Swift AMT ZXI,2017.0,60643.0,First Owner,Automatic,1197.0,Petrol,Hyderabad,Aug 2017,2017.0,8.0,525000.0
Maruti,FRONX Zeta Turbo AT,2023.0,26876.0,First Owner,Automatic,998.0,Petrol,Hyderabad,Feb 2024,2024.0,2.0,1081000.0
Mahindra,XUV300 W6 BSVI,2020.0,37000.0,First Owner,Manual,1197.0,Petrol,Hyderabad,2020,,5.0,646000.0
Kia,Sonet GTX Plus Turbo iMT,2021.0,44519.0,First Owner,Automatic,998.0,Petrol,Hyderabad,Aug 2021,2021.0,4.0,972000.0000000001
Maruti,Swift VXI,2022.0,22121.0,First Owner,Manual,1197.0,Petrol,Hyderabad,Dec 2022,2022.0,3.0,639000.0
Maruti,Swift VXI,2019.0,29331.0,Second Owner,Manual,1197.0,Petrol,Hyderabad,Mar 2019,2019.0,6.0,512000.0
MG,Astor Savvy CVT Red BSVI,2023.0,20000.0,First Owner,Automatic,1498.0,Petrol,Hyderabad,2023,,2.0,1500000.0
Kia,Sonet HTX Turbo iMT,2023.0,13119.0,First Owner,Automatic,998.0,Petrol,Hyderabad,Apr 2023,2023.0,2.0,1081000.0
Renault,Triber RXL BSIV,2020.0,64146.0,First Owner,Manual,999.0,Petrol,Hyderabad,Nov 2020,2020.0,5.0,465000.00000000006
Maruti,Vitara Brezza ZXI Plus AT Dual Tone,2022.0,36454.0,First Owner,Automatic,1462.0,Petrol,Hyderabad,Feb 2022,2022.0,3.0,741000.0
Hyundai,i20 N-Line N6 iMT Dual Tone BSVI,2023.0,34000.0,First Owner,Manual,998.0,Petrol,Hyderabad,2023,,2.0,819999.9999999999
Hyundai,Verna i (Petrol),2009.0,65000.0,Third Owner,Manual,1599.0,Petrol,Mumbai,Jul 2009,2009.0,16.0,175000.0
Kia,Seltos HTX IVT,2022.0,12853.0,First Owner,Automatic,1497.0,Petrol,Mumbai,Dec 2022,2022.0,3.0,1575000.0
Toyota,Fortuner Legender 4x2 AT,2025.0,15000.0,First Owner,Automatic,2755.0,Diesel,Mumbai,Jan 2025,2025.0,0.0,4995000.0
Maruti,Alto 800 LXI,2013.0,50000.0,Second Owner,Manual,796.0,Petrol,Thane,2013,,12.0,165000.0
Kia,Seltos GTX Plus Diesel AT,2023.0,12000.0,First Owner,Automatic,1493.0,Diesel,Mumbai,Nov 2023,2023.0,2.0,2025000.0
Toyota,Innova Hycross ZX(O) Hybrid,2024.0,15000.0,First Owner,Automatic,1987.0,Petrol,Mumbai,Aug 2024,2024.0,1.0,3650000.0
BMW,X3 xDrive20d M Sport,2023.0,29000.0,First Owner,Automatic,1995.0,Diesel,Mumbai,Jul 2023,2023.0,2.0,5890000.0
Hyundai,Creta 1.6 SX Automatic,2018.0,27000.0,First Owner,Automatic,1591.0,Petrol,Mumbai,2018,,7.0,925000.0
Kia,Sonet HTK Plus Turbo DCT,2021.0,30500.0,First Owner,Automatic,998.0,Petrol,Mumbai,Feb 2021,2021.0,4.0,925000.0
Renault,Kiger RXZ Turbo CVT,2021.0,33186.0,First Owner,Automatic,999.0,Petrol,Mumbai,Oct 2021,2021.0,4.0,691000.0
Kia,Seltos HTK G,2022.0,37975.0,First Owner,Manual,1497.0,Petrol,Mumbai,Feb 2022,2022.0,3.0,997000.0000000001
Kia,Sonet HTX Plus Turbo iMT DT,2020.0,43000.0,First Owner,Manual,998.0,Petrol,Mumbai,Dec 2020,2020.0,5.0,825000.0
BMW,X1 sDrive18d M Sport BSVI,2023.0,11000.0,First Owner,Automatic,1995.0,Diesel,Mumbai,Jun 2023,2023.0,2.0,4650000.0
Renault,Kiger RXZ,2022.0,15551.0,First Owner,Manual,999.0,Petrol,Thane,May 2022,2022.0,3.0,665000.0
Maruti,Alto K10 VXi BSVI,2024.0,10000.0,First Owner,Manual,998.0,Petrol,Mumbai,May 2024,2024.0,1.0,484999.99999999994
Hyundai,i20 N-Line N8 DCT Dual Tone BSVI,2021.0,31000.0,Second Owner,Automatic,998.0,Petrol,Mumbai,Dec 2021,2021.0,4.0,775000.0
Renault,Kiger RXZ AMT,2022.0,19802.0,First Owner,Automatic,999.0,Petrol,Mumbai,Mar 2023,2023.0,3.0,791000.0
Kia,Sonet X-line Turbo DCT,2024.0,8400.0,First Owner,Automatic,998.0,Petrol,Mumbai,Feb 2024,2024.0,1.0,1545000.0
Kia,Sonet GTX Plus Diesel AT,2024.0,19268.0,First Owner,Automatic,1493.0,Diesel,Mumbai,Mar 2024,2024.0,1.0,1595000.0
Toyota,Fortuner 4x2 AT,2013.0,121000.0,First Owner,Automatic,2982.0,Diesel,Mumbai,Apr 2013,2013.0,12.0,1275000.0
Kia,Sonet HTX Turbo iMT BSVI,2021.0,44000.0,First Owner,Manual,998.0,Petrol,New Delhi,Jun 2021,2021.0,4.0,894999.9999999999
Audi,Q3 Premium Plus BSVI,2025.0,800.0,Second Owner,Automatic,1984.0,Petrol,New Delhi,Feb 2025,2025.0,0.0,4150000.0
Land,Rover Range Rover 3.0 l LWB Autobiography PHEV,2023.0,28000.0,First Owner,Automatic,2998.0,Petrol,New Delhi,Apr 2025,2025.0,2.0,23000000.0
Renault,Triber RXL BSVI,2020.0,39000.0,First Owner,Manual,999.0,Petrol,New Delhi,Nov 2020,2020.0,5.0,395000.0
Mahindra,XUV300 W4,2023.0,24785.0,First Owner,Manual,1197.0,Petrol,Ghaziabad,Apr 2023,2023.0,2.0,727000.0
Tata,Punch Adventure CNG,2024.0,14645.0,First Owner,Manual,1199.0,CNG,New Delhi,Feb 2024,2024.0,1.0,720000.0
Maruti,Baleno 1.2 Sigma,2016.0,79579.0,First Owner,Manual,1197.0,Petrol,New Delhi,Jun 2016,2016.0,9.0,409999.99999999994
Hyundai,Creta EX BSVI,2020.0,24740.0,First Owner,Manual,1497.0,Petrol,New Delhi,Jun 2020,2020.0,5.0,939000.0
Mercedes-Benz,S-Class S 350d,2023.0,9000.0,First Owner,Automatic,2925.0,Diesel,New Delhi,Jun 2023,2023.0,2.0,13000000.0
Jaguar,F-Pace 2.0 R-Dynamic S,2021.0,,2023,Manual,1198.0,5 Seats,New Delhi,Expired,,4.0,6500000.0
Mercedes-Benz,GLS 450d 4matic,2024.0,14000.0,First Owner,Automatic,2925.0,Diesel,New Delhi,Oct 2024,2024.0,1.0,13000000.0
Mercedes-Benz,G-Class 400d AMG Line,2023.0,10000.0,First Owner,Automatic,2925.0,Diesel,New Delhi,Aug 2023,2023.0,2.0,26500000.0
Renault,Kiger RXE,2021.0,50000.0,First Owner,Manual,999.0,Petrol,New Delhi,Nov 2021,2021.0,4.0,469000.00000000006
Mercedes-Benz,GLS 450 4matic,2024.0,7000.0,First Owner,Automatic,2999.0,Petrol,New Delhi,Sept 2024,2024.0,1.0,13000000.0
BMW,X7 xDrive40d M Sport,2024.0,9000.0,First Owner,Automatic,2993.0,Diesel,New Delhi,May 2024,2024.0,1.0,11900000.0
BMW,X7 xDrive40d M Sport BSVI,2023.0,12000.0,First Owner,Automatic,2993.0,Diesel,New Delhi,Sept 2023,2023.0,2.0,11700000.0
Renault,KWID 1.0 AMT RXT,2017.0,42680.0,Second Owner,Automatic,999.0,Petrol,Chennai,Jun 2017,2017.0,8.0,332000.0
Maruti,Alto K10 VXI,2019.0,35890.0,Second Owner,Manual,998.0,Petrol,Chennai,Oct 2019,2019.0,6.0,346000.0
Renault,Triber RXZ EASY-R AMT Dual Tone,2023.0,40674.0,First Owner,Automatic,999.0,Petrol,Chennai,Jun 2023,2023.0,2.0,619000.0
Mini,Cooper Countryman S JCW Inspired,2023.0,20000.0,First Owner,Automatic,1998.0,Petrol,Chennai,2023,,2.0,4050000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022.0,13000.0,First Owner,Automatic,999.0,Petrol,Chennai,Jun 2022,2022.0,3.0,1550000.0
Honda,Amaze 2nd Gen VX BSVI,2022.0,11800.0,First Owner,Manual,1199.0,Petrol,Chennai,Feb 2022,2022.0,3.0,730000.0
Maruti,FRONX Alpha Turbo AT,2023.0,9134.0,First Owner,Automatic,998.0,Petrol,Chennai,Sept 2023,2023.0,2.0,1255000.0
Tata,Tiago XZA Plus AMT BSVI,2021.0,50000.0,First Owner,Automatic,1199.0,Petrol,Chennai,2021,,4.0,540000.0
Toyota,Urban cruiser High AT,2022.0,40434.0,Second Owner,Automatic,1462.0,Petrol,Chennai,Sept 2022,2022.0,3.0,819000.0
Ford,Ecosport 1.5 Petrol Trend Plus AT BSIV,2018.0,29350.0,First Owner,Automatic,1497.0,Petrol,Chennai,Dec 2018,2018.0,7.0,641000.0
Tata,Tiago 1.2 Revotron XZA,2018.0,27745.0,First Owner,Automatic,1199.0,Petrol,Chennai,May 2018,2018.0,7.0,492000.0
Mercedes-Benz,EQS 580 4Matic,2021.0,20000.0,First Owner,2022,1198.0,Electric,Chennai,2022,,4.0,9900000.0
Renault,Kiger RXZ Turbo CVT,2021.0,13720.0,First Owner,Automatic,999.0,Petrol,Chennai,Dec 2021,2021.0,4.0,814000.0
Renault,Kiger RXZ,2022.0,35578.0,First Owner,Manual,999.0,Petrol,Chennai,Mar 2022,2022.0,3.0,675000.0
Mahindra,XUV300 W6 BSVI,2024.0,6500.0,First Owner,Manual,1197.0,Petrol,Chennai,Jun 2024,2024.0,1.0,990000.0
Skoda,Kushaq 1.0 TSI Active BSVI,2022.0,50000.0,First Owner,Manual,999.0,Petrol,Chennai,2022,,3.0,780000.0
Tata,Punch Accomplished Dazzle S,2022.0,16557.0,First Owner,Manual,1199.0,Petrol,Chennai,Jan 2022,2022.0,3.0,731000.0
Renault,Kiger RXZ,2022.0,22212.0,Second Owner,Manual,999.0,Petrol,Chennai,Mar 2022,2022.0,3.0,639000.0
Renault,Kiger RXT AMT,2021.0,13323.0,First Owner,Automatic,999.0,Petrol,Chennai,Sept 2021,2021.0,4.0,624000.0
Mahindra,XUV700 AX7 AT Luxury Pack BSVI,2023.0,30000.0,First Owner,Automatic,1999.0,Petrol,Chennai,2023,,2.0,2500000.0
Tata,Nexon XZ Plus Dark Edition,2021.0,25268.0,First Owner,Manual,1199.0,Petrol,Bangalore,Aug 2021,2021.0,4.0,915000.0
Maruti,Baleno Alpha Diesel,2021.0,11784.0,First Owner,Manual,1248.0,Diesel,Bangalore,Feb 2021,2021.0,4.0,836999.9999999999
Nissan,Magnite Turbo XV Premium,2022.0,17860.0,First Owner,Manual,999.0,Petrol,Bangalore,Jan 2023,2023.0,3.0,869999.9999999999
